"doc_id","in_db","status_id","old_status_id","unaccounted_status","active","region","report_check_act_link","report_date","report_project_date_start","report_project_date_end","url"
"22604","True","1","","","","Республика Ингушетия","http://195.161.118.19/fdgko/pers_stor/69184/64503/Ингушетия_29.06.2022_335-р.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wob2ahFRQllS6l1h1yMA52WZ_f9tjhUj3dtzn-4MDDhXwTrxkI5zUnWj9XvP4lh8Xa5Yt2C4_r2JMN8V2ddlkiJjA9Qs4ssQD6Y5FLEc8MOD_6X-AoMeRSdHr-VfEZ4NsPgGEilMhtS-ZjJZcIpTB46E7Z3TbkoG6ldadqNfG2XAyZJ02VJK1_q-lE46gdmagcOyNftBzMFSIRnbNrBcN7Qd1Dz4x9OpcoSyUWkbqDc7ve24!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=22604"
"21501","True","1","","","","Чувашская Республика","http://195.161.118.19/fdgko/pers_stor/67461/62721/Чувашия от 18.03.2022 № 236-р.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkb6ahFhQlli5l1h2yMA52WZ_f9tjRkT3dtzn-4MDDlfgvXjKVjipe9H5vearW3Zcbli6ZLusWq8wyYvt-pyniBjBZQIcWeSBZMcWLEM8MOD_6T-AoMcvk6DX80nEe4N0_gMIFX-F1L5k9LVkjFAGj0b3zuiuIwN1J6070aCNs-FkyDptqCRr_V9LJxxB7cxI4TgY3dBjNFSIVvbtbBAt7Ud1Dz4xDKq6oiyUihfqBU664KU!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=21501"
"23134","True","1","","","","Республика Коми","http://195.161.118.19/fdgko/pers_stor/73314/68833/ГКО 2023 32Д в изм. 19-од.rar","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wkb2qhFhQlli5l1h2yMA52WZ_f9tjRUT3dtzn-4MDDhfgg3jITjipB9H7veHLa35YrFm2YNu8TpeYFOUmPRUZIsZwfgMOLPZAsmURyxH3DPh_-g8g6PHLJOj1_C3itUE2_wGEir9CGl8y_lpyhVAFj1YPzui-JwNNL6070qiNs-FkyDptqCJr_V8rJxxB48xE4Tga3dJ9MlSKTg7dbBQd7SZ1Cz4RjKq-oCyVWkXqCaOB2Oo!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=23134"
"18801","True","1","","","","Астраханская область","http://195.161.118.19/fdgko/pers_stor/63622/58702/15.03.21 187 Астраханская обл ГКО 2022,2023.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDbCsIwDIbfyKROnbfbkKGCToeH9UaqhlFY19F2Pr_tpRMZ5i7k-w8EOFyBt-Ila-GkbkXj94ovbvlhtmLZjG3zU7rAZF1s0vM6Q8QYLgPgwGIPJFsWsRxxz4D_p_8Cgh5_TIJezwcRnw2y6QgQKo6FVL5k_LPkEqEMHg_dOqObhgxUjbTuSJ02zoaTIeu0oZKs9X8tnXAElTM9hWNn9IOevaFC1LKtJ52oadere_Bhc-jU6YqyUGoZqTdq_16V/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=18801"
"19501","True","1","","","","Ленинградская область","http://195.161.118.19/fdgko/pers_stor/64304/59441/05.04.2021 168-р Ленинградская обл ГКО 2023.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkr2ahFhQllS6l1h1yMA52WZ_f9tjhUj3dtzn-4MDDhXwTrxkI5zUnWj9XvPlLTtGG5ZGbJed10tM8mK7vuQpIsZw_QKOLPZAsmMLliEeGPD_9D9A0OPIJOj1_Cvis0E6nwBCxamQ2peMR0uuEMrg8dCdM7ptyUDdSutO1GvjbDgZsk4bKsla_9fSCUdQOzNQOPZGP-g5GCpEI7tm1ouG9oO6Bx82h16dK5SFUquFegOqVZPw/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=19501"
"20941","True","1","","","","Республика Бурятия","http://195.161.118.19/fdgko/pers_stor/67081/62321/Бурятия 2 от 13.01.2022.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDbCsIwDIbfyKQqm15uQ4YOdDo8rDdSNYzCuo628_ltL52ImLuQ7z8Q4HAB3omnbISTuhOt32seXfP9fMWyOSvyYxphsi436WmdIWIM5xGwZ7EHkoLNWI64Y8D_038AQY9fJkGv56OI9wbZ9AcQKv4KqX3J-GvJBUIVPO66c0a3LRmoW2ndgXptnA0nQ9ZpQxVZ6_9aOeEIamcGCsfe6Ds9BkOlaGTXTHrR0HZQt-CzhF4dLyhLpRYz9QI4W-84/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=20941"
"17042","True","1","","","","Республика Тыва","http://195.161.118.19/fdgko/pers_stor/62561/57521/93 от 21.12.2020.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkr2ahFhQllS6l1h1yMA52WZ_f9tjhUj3dtzn-4MDDhXwTrxkI5zUnWj9XvPlLTtGG5ZGbJed10tM8mK7vuQpIsZw_QKOLPZAsmMLliEeGPD_9D9A0OPIJOj1_Cvis0E6nwBCxamQ2peMR0uuEMrg8dCdM7ptyUDdSutO1GvjbDgZsk4bKsla_9fSCUdQOzNQOPZGP-g5GCpEI7tm1ouG9oO6B585Qq_OFcpCqdVCvQF--4AA/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=17042"
"10442","True","0","","Государственная кадастровая оценка отменена","","Хабаровский край","http://195.161.118.19/fdgko/pers_stor/56381/51322/2019 08 02_1434.pdf","","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wkb2ahFRQllS6l1h1yMA52WZ_f9tjhkj3dtzn-4MDDiXwVrxlLZzUrWj8XvHlPTstNixdsH12WS8x2ea79XWbImIMtwFwYrEHkj2LWIZ4ZMD_0_8AQY8jk6DX80HEd4N0PgGEilMhlS8Zj5ZcIRTB46lbZ3TTkIGqkdadqdPG2XAyZJ02VJC1_q-FE46gcqancOyMftKrN5SLWrb1rBM1HXr1CD4Rg05dSpS5UqtIfQDgwXQk/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=10442"
"10461","True","0","","Государственная кадастровая оценка отменена","","Хабаровский край","http://195.161.118.19/fdgko/pers_stor/56382/51323/2019 08 02_1434.pdf","","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wkb2qhFhQlli5l1h2yMA52WZ_f9tjRUT3dtzn-4MDDhfgg3jITjipB9H7veHLa35YrFm2YNu8TpeYFOUmPRUZIsZwfgMOLPZAsmURyxH3DPh_-g8g6PHLJOj1_C3itUE2_wGEir9CGl8y_lpyhVAFj1YPzui-JwNNL6070qiNs-FkyDptqCJr_V8rJxxB48xE4Tga3dJ9MlSKTg7dbBQd7SZ1Cz4RwqjqC8pSqVWknpYge7k!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=10461"
"18461","True","1","","","","Тверская область","http://195.161.118.19/fdgko/pers_stor/62945/57982/Тверская область  338 в редакции 875.zip","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wob2ahFRQllS6l1h1yMA52WZ_f9tjhUj3dtzn-4MDDhXwTrxkI5zUnWj9XvP4lh8Xa5Yt2C4_r2JMN8V2ddlkiJjA9Qs4ssQD6Y5FLEc8MOD_6X-AoMeRSdHr-VfEZ4NsPgGEilMhtS-ZjJZcIpTB46E7Z3TbkoG6ldadqNfG2XAyZJ02VJK1_q-lE46gdmagcOyNftBzMFSIRnbNrBcN7Qd1Dz4shl6dK5SFUstIvQGx2j_p/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=18461"
"19201","True","1","","","","Магаданская область","http://195.161.118.19/fdgko/pers_stor/63982/59062/12.03.2021 129-23 Магаданская обл 2022, 2023.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wkb2ahFRQllS6l1h1yMA52WZ_f9tjhkj3dtzn-4MDDiXwVrxlLZzUrWj8XvHlPTstNixdsH12WS8x2ea79XWbImIMtwFwYrEHkj2LWIZ4ZMD_0_8AQY8jk6DX80HEd4N0PgGEilMhlS8Zj5ZcIRTB46lbZ3TTkIGqkdadqdPG2XAyZJ02VJC1_q-FE46gcqancOyMftKrN5SLWrb1rBM1HXr1CD4sgk5dSpS5UqtIfQDctJxt/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=19201"
"19301","True","1","","","","Хабаровский край","http://195.161.118.19/fdgko/pers_stor/64081/59161/07.04.21 324 Хабаровский край гко 2023.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wkb2ahFRQllS6l1h1yMA52WZ_f9tjhkj3dtzn-4MDDiXwVrxlLZzUrWj8XvHlPTstNixdsH12WS8x2ea79XWbImIMtwFwYrEHkj2LWIZ4ZMD_0_8AQY8jk6DX80HEd4N0PgGEilMhlS8Zj5ZcIRTB46lbZ3TTkIGqkdadqdPG2XAyZJ02VJC1_q-FE46gcqancOyMftKrN5SLWrb1rBM1HXr1CD4sgk5dSpS5UqtIfQDctJxt/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=19301"
"20081","True","1","","","","Ивановская область","http://195.161.118.19/fdgko/pers_stor/64841/59961/Ивановская_Решение_135 от 17.06.2021.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-6Wkb2ahFhQllS6l1h1yMA52WZ_f9tjhUj3dtzn-4MDDhXwTrxkI5zUnWj9XvPlLTsuNixdsF12Xi8xyYvt-pKniBjD9Qs4stgDyY5FLEM8MOD_6X-AoMeRSdDr-VfEZ4N0PgGEilMhtS8Zj5ZcIZTB46E7Z3TbkoG6ldadqNfG2XAyZJ02VJK1_q-lE46gdmagcOyNftBzMFSIRnbNrBcN7Qd1Dz4MoVfnCmWh1CpSbweR_RE!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=20081"
"20601","True","1","","","","Мурманская область","http://195.161.118.19/fdgko/pers_stor/65641/60781/Мурманская область_2954_07.10.2021.pdf","01.01.2023","28.07.2023","26.08.2023","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDbCsIwDIbfyKQqm15uQ4YOdDo8rDdSNYzCuo628_ltL52ImLuQ7z8Q4HAB3omnbISTuhOt32seXfP9fMWyOSvyYxphsi436WmdIWIM5xGwZ7EHkoLNWI64Y8D_038AQY9fJkGv56OI9wbZ9AcQKv4KqX3J-GvJBUIVPO66c0a3LRmoW2ndgXptnA0nQ9ZpQxVZ6_9aOeEIamcGCsfe6Ds9BkOlaGTXTHrR0HZQt-CzhF4dLyhLpRYz9QI4W-84/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=20601"
"20641","True","1","","","","Новосибирская область","http://195.161.118.19/fdgko/pers_stor/65861/61001/Новосибирская обл_Решение 2023_от 21.10.2021 3894.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDbCsIwDIbfyKQqm15uQ4YOdDo8rDdSNYzCuo628_ltL52ImLuQ7z8Q4HAB3omnbISTuhOt32seXfP9fMWyOSvyYxphsi436WmdIWIM5xGwZ7EHkoLNWI64Y8D_038AQY9fJkGv56OI9wbZ9AcQKv4KqX3J-GvJBUIVPO66c0a3LRmoW2ndgXptnA0nQ9ZpQxVZ6_9aOeEIamcGCsfe6Ds9BkOlaGTXTHrR0HZQt-CzhF4dLyhLpRYz9QI4W-84/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=20641"
"21021","True","4","","","","Республика Башкортостан","http://195.161.118.19/fdgko/pers_stor/67181/62421/Приказ ГКО 2023 РБашкортостан.pdf","01.01.2023","11.07.2023","09.08.2023","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkb6ahFhQlli5l1h2yMA52WZ_f9tjRkT3dtzn-4MDDlfgvXjKVjipe9H5vearW3Zcbli6ZLusWq8wyYvt-pyniBjBZQIcWeSBZMcWLEM8MOD_6T-AoMcvk6DX80nEe4N0_gMIFX-F1L5k9LVkjFAGj0b3zuiuIwN1J6070aCNs-FkyDptqCRr_V9LJxxB7cxI4TgY3dBjNFSIVvbtbBAt7Ud1Dz4xDKq6oiyUihfqBU664KU!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=21021"
"21061","True","1","","","","Республика Марий Эл","http://195.161.118.19/fdgko/pers_stor/67201/62441/Марий Эл 112 от 31.01.2022.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkb6ahFhQlli5l1h2yMA52WZ_f9tjRkT3dtzn-4MDDlfgvXjKVjipe9H5vearW3Zcbli6ZLusWq8wyYvt-pyniBjBZQIcWeSBZMcWLEM8MOD_6T-AoMcvk6DX80nEe4N0_gMIFX-F1L5k9LVkjFAGj0b3zuiuIwN1J6070aCNs-FkyDptqCRr_V9LJxxB7cxI4TgY3dBjNFSIVvbtbBAt7Ud1Dz4xDKq6oiyUihfqBU664KU!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=21061"
"21081","True","1","","","","Пермский край","http://195.161.118.19/fdgko/pers_stor/67241/62481/Пермский край_31-02-1-4-284 от 24.02.2022.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkb6ahFhQlli5l1h2yMA52WZ_f9tjRkT3dtzn-4MDDlfgvXjKVjipe9H5vearW3Zcbli6ZLusWq8wyYvt-pyniBjBZQIcWeSBZMcWLEM8MOD_6T-AoMcvk6DX80nEe4N0_gMIFX-F1L5k9LVkjFAGj0b3zuiuIwN1J6070aCNs-FkyDptqCRr_V9LJxxB7cxI4TgY3dBjNFSIVvbtbBAt7Ud1Dz4xDKq6oiyUihfqBU664KU!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=21081"
"21082","True","1","","","","Тамбовская область","http://195.161.118.19/fdgko/pers_stor/67261/62501/Тамбовская область 33 от 31.01.2022.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkb6ahFhQlli5l1h2yMA52WZ_f9tjRkT3dtzn-4MDDlfgvXjKVjipe9H5vearW3Zcbli6ZLusWq8wyYvt-pyniBjBZQIcWeSBZMcWLEM8MOD_6T-AoMcvk6DX80nEe4N0_gMIFX-F1L5k9LVkjFAGj0b3zuiuIwN1J6070aCNs-FkyDptqCRr_V9LJxxB7cxI4TgY3dBjNFSIVvbtbBAt7Ud1Dz4xDKq6oiyUihfqBU664KU!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=21082"
"21121","True","1","","","","Нижегородская область","http://195.161.118.19/fdgko/pers_stor/67282/62541/Нижегородская область 326-11-76863_22 от 08.02.2022.pdf","01.01.2023","","","https://rosreestr.gov.ru/wps/portal/p/cc_ib_portal_services/cc_ib_ais_fdgko/!ut/p/z1/lZDfC4IwEMf_o-5Wkb6ahFhQlli5l1h2yMA52WZ_f9tjRkT3dtzn-4MDDlfgvXjKVjipe9H5vearW3Zcbli6ZLusWq8wyYvt-pyniBjBZQIcWeSBZMcWLEM8MOD_6T-AoMcvk6DX80nEe4N0_gMIFX-F1L5k9LVkjFAGj0b3zuiuIwN1J6070aCNs-FkyDptqCRr_V9LJxxB7cxI4TgY3dBjNFSIVvbtbBAt7Ud1Dz4xDKq6oiyUihfqBU664KU!/p0/IZ7_GQ4E1C41KGUB60AIPJBVIC0080=CZ6_GQ4E1C41KGUB60AIPJBVIC0007=MEcontroller!null==/?restoreSessionState=true&action=viewProcedure&id=21121"
